Experiment,Kamera,HVS_lD,SceneID,weight,Basisszenario,FS-Art,FS-Aufkommen,FS-Geschwindigkeit,RVA-Breite,RVA-Lage,RVA-Oberfläche,Tr_li-Breite,Tr_li-Markierung,Tr_li-baulTrennung,Tr_re-Breite,Tr_re-Markierung,Parken,Raus
MS,C,282,01_MS_C_282,1,2,Tram,normal,30,2.0,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,285,01_MS_C_285,1,2,Tram,normal,50,2.0,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,286,01_MS_C_286,1,2,Tram,normal,30,2.0,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,289,01_MS_C_289,1,2,Tram,normal,50,2.0,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,-,0.0,-,-,
MS,C,290,01_MS_C_290,1,2,Tram,normal,30,2.0,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,-,0.0,-,-,
MS,C,293,01_MS_C_293,1,2,Tram,normal,50,2.0,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,294,01_MS_C_294,1,2,Tram,normal,30,2.0,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,297,01_MS_C_297,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,unterbrochen,-,0.0,-,-,
MS,C,298,01_MS_C_298,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,unterbrochen,-,0.0,-,-,
MS,C,299,01_MS_C_299,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,unterbrochen,-,0.0,-,-,
MS,C,300,01_MS_C_300,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,unterbrochen,-,0.0,-,-,
MS,C,301,01_MS_C_301,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,unterbrochen,-,0.0,-,-,
MS,C,302,01_MS_C_302,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,unterbrochen,-,0.0,-,-,
MS,C,303,01_MS_C_303,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,unterbrochen,-,0.0,-,-,
MS,C,304,01_MS_C_304,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,unterbrochen,-,0.0,-,-,
MS,C,305,01_MS_C_305,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,-,0.0,-,-,
MS,C,306,01_MS_C_306,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,-,0.0,-,-,
MS,C,307,01_MS_C_307,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,-,0.0,-,-,
MS,C,308,01_MS_C_308,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,-,0.0,-,-,
MS,C,309,01_MS_C_309,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,-,0.0,-,-,
MS,C,310,01_MS_C_310,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,-,0.0,-,-,
MS,C,311,01_MS_C_311,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,-,0.0,-,-,
MS,C,312,01_MS_C_312,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,-,0.0,-,-,
MS,C,313,01_MS_C_313,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,-,0.0,-,-,
MS,C,314,01_MS_C_314,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,-,0.0,-,-,
MS,C,315,01_MS_C_315,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,-,0.0,-,-,
MS,C,316,01_MS_C_316,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,-,0.0,-,-,
MS,C,317,01_MS_C_317,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,-,0.0,-,-,
MS,C,318,01_MS_C_318,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,-,0.0,-,-,
MS,C,319,01_MS_C_319,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,-,0.0,-,-,
MS,C,320,01_MS_C_320,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,-,0.0,-,-,
MS,C,321,01_MS_C_321,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,-,0.0,-,-,
MS,C,322,01_MS_C_322,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,-,0.0,-,-,
MS,C,323,01_MS_C_323,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,-,0.0,-,-,
MS,C,324,01_MS_C_324,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,-,0.0,-,-,
MS,C,325,01_MS_C_325,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,-,0.0,-,-,
MS,C,326,01_MS_C_326,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,-,0.0,-,-,
MS,C,327,01_MS_C_327,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,-,0.0,-,-,
MS,C,328,01_MS_C_328,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,-,0.0,-,-,
MS,C,337,01_MS_C_337,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,338,01_MS_C_338,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,339,01_MS_C_339,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,340,01_MS_C_340,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,341,01_MS_C_341,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,342,01_MS_C_342,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,343,01_MS_C_343,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,344,01_MS_C_344,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,345,01_MS_C_345,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,346,01_MS_C_346,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,347,01_MS_C_347,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,348,01_MS_C_348,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,349,01_MS_C_349,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,350,01_MS_C_350,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,351,01_MS_C_351,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,352,01_MS_C_352,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,353,01_MS_C_353,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,354,01_MS_C_354,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,355,01_MS_C_355,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,356,01_MS_C_356,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,357,01_MS_C_357,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,358,01_MS_C_358,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,359,01_MS_C_359,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,360,01_MS_C_360,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,361,01_MS_C_361,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,362,01_MS_C_362,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,363,01_MS_C_363,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,364,01_MS_C_364,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,365,01_MS_C_365,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,366,01_MS_C_366,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,367,01_MS_C_367,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,368,01_MS_C_368,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,377,01_MS_C_377,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,378,01_MS_C_378,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,379,01_MS_C_379,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,380,01_MS_C_380,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,381,01_MS_C_381,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,382,01_MS_C_382,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,383,01_MS_C_383,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,384,01_MS_C_384,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,385,01_MS_C_385,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,-,0.0,-,-,
MS,C,386,01_MS_C_386,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,-,0.0,-,-,
MS,C,387,01_MS_C_387,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,-,0.0,-,-,
MS,C,388,01_MS_C_388,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,-,0.0,-,-,
MS,C,389,01_MS_C_389,1,4,Kfz,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,390,01_MS_C_390,1,4,Kfz,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,391,01_MS_C_391,1,4,Kfz,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,392,01_MS_C_392,1,4,Kfz,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,395,01_MS_C_395,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,unterbrochen,-,0.0,-,-,
MS,C,396,01_MS_C_396,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,unterbrochen,-,0.0,-,-,
MS,C,399,01_MS_C_399,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,unterbrochen,-,0.0,-,-,
MS,C,400,01_MS_C_400,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,unterbrochen,-,0.0,-,-,
MS,C,403,01_MS_C_403,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,-,0.0,-,-,
MS,C,404,01_MS_C_404,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,-,0.0,-,-,
MS,C,407,01_MS_C_407,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,-,0.0,-,-,
MS,C,408,01_MS_C_408,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,-,0.0,-,-,
MS,C,411,01_MS_C_411,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,-,0.0,-,-,
MS,C,412,01_MS_C_412,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,-,0.0,-,-,
MS,C,415,01_MS_C_415,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,-,0.0,-,-,
MS,C,416,01_MS_C_416,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,-,0.0,-,-,
MS,C,419,01_MS_C_419,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,-,0.0,-,-,
MS,C,420,01_MS_C_420,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,-,0.0,-,-,
MS,C,423,01_MS_C_423,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,-,0.0,-,-,
MS,C,424,01_MS_C_424,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,-,0.0,-,-,
MS,C,435,01_MS_C_435,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,436,01_MS_C_436,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,439,01_MS_C_439,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,440,01_MS_C_440,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,443,01_MS_C_443,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,444,01_MS_C_444,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,447,01_MS_C_447,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,448,01_MS_C_448,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,451,01_MS_C_451,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,452,01_MS_C_452,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,455,01_MS_C_455,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,456,01_MS_C_456,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,459,01_MS_C_459,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,460,01_MS_C_460,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,463,01_MS_C_463,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,464,01_MS_C_464,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,475,01_MS_C_475,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,476,01_MS_C_476,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,479,01_MS_C_479,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,480,01_MS_C_480,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,483,01_MS_C_483,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,-,0.0,-,-,
MS,C,484,01_MS_C_484,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,-,0.0,-,-,
MS,C,487,01_MS_C_487,1,4,Einbahn,viel,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,488,01_MS_C_488,1,4,Einbahn,viel,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig Schraffur,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,489,01_MS_C_489,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,unterbrochen,-,0.0,-,-,
MS,C,490,01_MS_C_490,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,unterbrochen,-,0.0,-,-,
MS,C,493,01_MS_C_493,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,unterbrochen,-,0.0,-,-,
MS,C,494,01_MS_C_494,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,unterbrochen,-,0.0,-,-,
MS,C,497,01_MS_C_497,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,-,0.0,-,-,
MS,C,498,01_MS_C_498,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,-,0.0,-,-,
MS,C,501,01_MS_C_501,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,-,0.0,-,-,
MS,C,502,01_MS_C_502,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,-,0.0,-,-,
MS,C,505,01_MS_C_505,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,-,0.0,-,-,
MS,C,506,01_MS_C_506,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,-,0.0,-,-,
MS,C,509,01_MS_C_509,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,-,0.0,-,-,
MS,C,510,01_MS_C_510,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,-,0.0,-,-,
MS,C,513,01_MS_C_513,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,-,0.0,-,-,
MS,C,514,01_MS_C_514,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,-,0.0,-,-,
MS,C,517,01_MS_C_517,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,-,0.0,-,-,
MS,C,518,01_MS_C_518,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,-,0.0,-,-,
MS,C,529,01_MS_C_529,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,530,01_MS_C_530,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,533,01_MS_C_533,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,534,01_MS_C_534,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-hoch,0.0,-,-,
MS,C,537,01_MS_C_537,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,538,01_MS_C_538,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,541,01_MS_C_541,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,542,01_MS_C_542,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Doppellinie,Sperrpfosten-niedrig,0.0,-,-,
MS,C,545,01_MS_C_545,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,546,01_MS_C_546,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,549,01_MS_C_549,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,550,01_MS_C_550,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.75,Sperrfläche,Sperrpfosten-niedrig,0.0,-,-,
MS,C,553,01_MS_C_553,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,554,01_MS_C_554,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,557,01_MS_C_557,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,558,01_MS_C_558,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt-Farbig,0.25,durchgezogen,Sperrpfosten-niedrig,0.0,-,-,
MS,C,569,01_MS_C_569,1,4,Tram,normal,50,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
MS,C,570,01_MS_C_570,1,4,Tram,normal,30,3.5,FS-Parken/Seitenraum,Asphalt,0.75,Sperrfläche,Blumenkasten,0.0,-,-,
