Experiment,Kamera,SR_lD,SceneID,weight,Basisszenario,Links_RVA,Tr_li-Breite,Tr_li-Art,Tr_li_baulTrennung,RVA-Breite,Tr_re-Breite,Tr_re-Art,GW-Breite,GW-Geschäftsnutzung,Häuserfront,Raus
CP,C,940,01_CP_C_940,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,C,941,01_CP_C_941,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,C,946,01_CP_C_946,1,10,Parken,0.0,-,-,3.5,0.0,-,breit,-,normal,
CP,C,947,01_CP_C_947,1,10,Parken,0.25,Grünstreifen,-,3.5,0.0,-,breit,-,normal,
CP,C,948,01_CP_C_948,1,10,Parken,0.25,Aufpflasterung,-,3.5,0.0,-,breit,-,normal,
CP,C,949,01_CP_C_949,1,10,Parken,0.75,Grünstreifen,-,3.5,0.0,-,breit,-,normal,
CP,C,950,01_CP_C_950,1,10,Parken,0.75,Aufpflasterung,-,3.5,0.0,-,breit,-,normal,
CP,C,951,01_CP_C_951,1,10,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.0,-,breit,-,normal,
CP,C,952,01_CP_C_952,1,10,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.0,-,breit,-,normal,
CP,C,953,01_CP_C_953,1,10,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.0,-,breit,-,normal,
CP,C,954,01_CP_C_954,1,10,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.0,-,breit,-,normal,
CP,C,955,01_CP_C_955,1,10,Parken,0.0,-,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,956,01_CP_C_956,1,10,Parken,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,957,01_CP_C_957,1,10,Parken,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,958,01_CP_C_958,1,10,Parken,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,959,01_CP_C_959,1,10,Parken,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,960,01_CP_C_960,1,10,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,961,01_CP_C_961,1,10,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,962,01_CP_C_962,1,10,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,963,01_CP_C_963,1,10,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,964,01_CP_C_964,1,10,Parken,0.0,-,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,965,01_CP_C_965,1,10,Parken,0.25,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,966,01_CP_C_966,1,10,Parken,0.25,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,967,01_CP_C_967,1,10,Parken,0.75,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,968,01_CP_C_968,1,10,Parken,0.75,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,969,01_CP_C_969,1,10,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,970,01_CP_C_970,1,10,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,971,01_CP_C_971,1,10,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,972,01_CP_C_972,1,10,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,973,01_CP_C_973,1,10,Parken,0.0,-,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,974,01_CP_C_974,1,10,Parken,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,975,01_CP_C_975,1,10,Parken,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,976,01_CP_C_976,1,10,Parken,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,977,01_CP_C_977,1,10,Parken,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,978,01_CP_C_978,1,10,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,979,01_CP_C_979,1,10,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,980,01_CP_C_980,1,10,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,981,01_CP_C_981,1,10,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,982,01_CP_C_982,1,10,Parken,0.0,-,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,983,01_CP_C_983,1,10,Parken,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,984,01_CP_C_984,1,10,Parken,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,985,01_CP_C_985,1,10,Parken,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,986,01_CP_C_986,1,10,Parken,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,987,01_CP_C_987,1,10,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,988,01_CP_C_988,1,10,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,989,01_CP_C_989,1,10,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,990,01_CP_C_990,1,10,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,991,01_CP_C_991,1,10,Parken,0.0,-,-,3.5,0.0,-,breit,ja,normal,
CP,C,992,01_CP_C_992,1,10,Parken,0.25,Grünstreifen,-,3.5,0.0,-,breit,ja,normal,
CP,C,993,01_CP_C_993,1,10,Parken,0.25,Aufpflasterung,-,3.5,0.0,-,breit,ja,normal,
CP,C,994,01_CP_C_994,1,10,Parken,0.75,Grünstreifen,-,3.5,0.0,-,breit,ja,normal,
CP,C,995,01_CP_C_995,1,10,Parken,0.75,Aufpflasterung,-,3.5,0.0,-,breit,ja,normal,
CP,C,996,01_CP_C_996,1,10,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.0,-,breit,ja,normal,
CP,C,997,01_CP_C_997,1,10,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.0,-,breit,ja,normal,
CP,C,998,01_CP_C_998,1,10,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.0,-,breit,ja,normal,
CP,C,999,01_CP_C_999,1,10,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.0,-,breit,ja,normal,
CP,C,1000,01_CP_C_1000,1,10,Parken,0.0,-,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1001,01_CP_C_1001,1,10,Parken,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1002,01_CP_C_1002,1,10,Parken,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1003,01_CP_C_1003,1,10,Parken,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1004,01_CP_C_1004,1,10,Parken,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1005,01_CP_C_1005,1,10,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1006,01_CP_C_1006,1,10,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1007,01_CP_C_1007,1,10,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1008,01_CP_C_1008,1,10,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1009,01_CP_C_1009,1,10,Parken,0.0,-,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1010,01_CP_C_1010,1,10,Parken,0.25,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1011,01_CP_C_1011,1,10,Parken,0.25,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1012,01_CP_C_1012,1,10,Parken,0.75,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1013,01_CP_C_1013,1,10,Parken,0.75,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1014,01_CP_C_1014,1,10,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1015,01_CP_C_1015,1,10,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1016,01_CP_C_1016,1,10,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1017,01_CP_C_1017,1,10,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1018,01_CP_C_1018,1,10,Parken,0.0,-,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1019,01_CP_C_1019,1,10,Parken,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1020,01_CP_C_1020,1,10,Parken,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1021,01_CP_C_1021,1,10,Parken,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1022,01_CP_C_1022,1,10,Parken,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1023,01_CP_C_1023,1,10,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1024,01_CP_C_1024,1,10,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1025,01_CP_C_1025,1,10,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1026,01_CP_C_1026,1,10,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1027,01_CP_C_1027,1,10,Parken,0.0,-,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1028,01_CP_C_1028,1,10,Parken,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1029,01_CP_C_1029,1,10,Parken,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1030,01_CP_C_1030,1,10,Parken,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1031,01_CP_C_1031,1,10,Parken,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1032,01_CP_C_1032,1,10,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1033,01_CP_C_1033,1,10,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1034,01_CP_C_1034,1,10,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1035,01_CP_C_1035,1,10,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1036,01_CP_C_1036,3,11,Fahrstreifen,0.0,-,-,3.5,0.0,-,breit,-,normal,
CP,C,1037,01_CP_C_1037,3,11,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.0,-,breit,-,normal,
CP,C,1038,01_CP_C_1038,3,11,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.0,-,breit,-,normal,
CP,C,1039,01_CP_C_1039,3,11,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.0,-,breit,-,normal,
CP,C,1040,01_CP_C_1040,3,11,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.0,-,breit,-,normal,
CP,C,1041,01_CP_C_1041,3,11,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.0,-,breit,-,normal,
CP,C,1042,01_CP_C_1042,3,11,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.0,-,breit,-,normal,
CP,C,1043,01_CP_C_1043,3,11,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.0,-,breit,-,normal,
CP,C,1044,01_CP_C_1044,3,11,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.0,-,breit,-,normal,
CP,C,1045,01_CP_C_1045,3,11,Fahrstreifen,0.0,-,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1046,01_CP_C_1046,3,11,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1047,01_CP_C_1047,3,11,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1048,01_CP_C_1048,3,11,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1049,01_CP_C_1049,3,11,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1050,01_CP_C_1050,3,11,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1051,01_CP_C_1051,3,11,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1052,01_CP_C_1052,3,11,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1053,01_CP_C_1053,3,11,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1054,01_CP_C_1054,3,11,Fahrstreifen,0.0,-,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1055,01_CP_C_1055,3,11,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1056,01_CP_C_1056,3,11,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1057,01_CP_C_1057,3,11,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1058,01_CP_C_1058,3,11,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1059,01_CP_C_1059,3,11,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1060,01_CP_C_1060,3,11,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1061,01_CP_C_1061,3,11,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1062,01_CP_C_1062,3,11,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1063,01_CP_C_1063,3,11,Fahrstreifen,0.0,-,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1064,01_CP_C_1064,3,11,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1065,01_CP_C_1065,3,11,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1066,01_CP_C_1066,3,11,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1067,01_CP_C_1067,3,11,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1068,01_CP_C_1068,3,11,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1069,01_CP_C_1069,3,11,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1070,01_CP_C_1070,3,11,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1071,01_CP_C_1071,3,11,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1072,01_CP_C_1072,3,11,Fahrstreifen,0.0,-,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1073,01_CP_C_1073,3,11,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1074,01_CP_C_1074,3,11,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1075,01_CP_C_1075,3,11,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1076,01_CP_C_1076,3,11,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1077,01_CP_C_1077,3,11,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1078,01_CP_C_1078,3,11,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1079,01_CP_C_1079,3,11,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1080,01_CP_C_1080,3,11,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1081,01_CP_C_1081,3,11,Fahrstreifen,0.0,-,-,3.5,0.0,-,breit,ja,normal,
CP,C,1082,01_CP_C_1082,3,11,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.0,-,breit,ja,normal,
CP,C,1083,01_CP_C_1083,3,11,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.0,-,breit,ja,normal,
CP,C,1084,01_CP_C_1084,3,11,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.0,-,breit,ja,normal,
CP,C,1085,01_CP_C_1085,3,11,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.0,-,breit,ja,normal,
CP,C,1086,01_CP_C_1086,3,11,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.0,-,breit,ja,normal,
CP,C,1087,01_CP_C_1087,3,11,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.0,-,breit,ja,normal,
CP,C,1088,01_CP_C_1088,3,11,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.0,-,breit,ja,normal,
CP,C,1089,01_CP_C_1089,3,11,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.0,-,breit,ja,normal,
CP,C,1090,01_CP_C_1090,3,11,Fahrstreifen,0.0,-,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1091,01_CP_C_1091,3,11,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1092,01_CP_C_1092,3,11,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1093,01_CP_C_1093,3,11,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1094,01_CP_C_1094,3,11,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1095,01_CP_C_1095,3,11,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1096,01_CP_C_1096,3,11,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1097,01_CP_C_1097,3,11,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1098,01_CP_C_1098,3,11,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1099,01_CP_C_1099,3,11,Fahrstreifen,0.0,-,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1100,01_CP_C_1100,3,11,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1101,01_CP_C_1101,3,11,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1102,01_CP_C_1102,3,11,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1103,01_CP_C_1103,3,11,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1104,01_CP_C_1104,3,11,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1105,01_CP_C_1105,3,11,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1106,01_CP_C_1106,3,11,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1107,01_CP_C_1107,3,11,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1108,01_CP_C_1108,3,11,Fahrstreifen,0.0,-,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1109,01_CP_C_1109,3,11,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1110,01_CP_C_1110,3,11,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1111,01_CP_C_1111,3,11,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1112,01_CP_C_1112,3,11,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1113,01_CP_C_1113,3,11,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1114,01_CP_C_1114,3,11,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1115,01_CP_C_1115,3,11,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1116,01_CP_C_1116,3,11,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1117,01_CP_C_1117,3,11,Fahrstreifen,0.0,-,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1118,01_CP_C_1118,3,11,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1119,01_CP_C_1119,3,11,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1120,01_CP_C_1120,3,11,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1121,01_CP_C_1121,3,11,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1122,01_CP_C_1122,3,11,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1123,01_CP_C_1123,3,11,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1124,01_CP_C_1124,3,11,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1125,01_CP_C_1125,3,11,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1126,01_CP_C_1126,3,11,Grünanlage,0.0,-,-,3.5,0.0,-,breit,-,normal,
CP,C,1127,01_CP_C_1127,3,11,Grünanlage,0.25,Grünstreifen,-,3.5,0.0,-,breit,-,normal,
CP,C,1128,01_CP_C_1128,3,11,Grünanlage,0.25,Aufpflasterung,-,3.5,0.0,-,breit,-,normal,
CP,C,1129,01_CP_C_1129,3,11,Grünanlage,0.75,Grünstreifen,-,3.5,0.0,-,breit,-,normal,
CP,C,1130,01_CP_C_1130,3,11,Grünanlage,0.75,Aufpflasterung,-,3.5,0.0,-,breit,-,normal,
CP,C,1135,01_CP_C_1135,3,11,Grünanlage,0.0,-,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1136,01_CP_C_1136,3,11,Grünanlage,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1137,01_CP_C_1137,3,11,Grünanlage,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1138,01_CP_C_1138,3,11,Grünanlage,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1139,01_CP_C_1139,3,11,Grünanlage,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,-,normal,
CP,C,1144,01_CP_C_1144,3,11,Grünanlage,0.0,-,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1145,01_CP_C_1145,3,11,Grünanlage,0.25,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1146,01_CP_C_1146,3,11,Grünanlage,0.25,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1147,01_CP_C_1147,3,11,Grünanlage,0.75,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1148,01_CP_C_1148,3,11,Grünanlage,0.75,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,-,normal,
CP,C,1153,01_CP_C_1153,3,11,Grünanlage,0.0,-,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1154,01_CP_C_1154,3,11,Grünanlage,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1155,01_CP_C_1155,3,11,Grünanlage,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,-,normal,
