Experiment,Kamera,SR_lD,SceneID,weight,Basisszenario,Links_RVA,Tr_li-Breite,Tr_li-Art,Tr_li_baulTrennung,RVA-Breite,Tr_re-Breite,Tr_re-Art,GW-Breite,GW-Geschäftsnutzung,Häuserfront,Raus
CP,C,1156,01_CP_C_1156,3,11,Grünanlage,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1157,01_CP_C_1157,3,11,Grünanlage,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,-,normal,
CP,C,1162,01_CP_C_1162,3,11,Grünanlage,0.0,-,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1163,01_CP_C_1163,3,11,Grünanlage,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1164,01_CP_C_1164,3,11,Grünanlage,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1165,01_CP_C_1165,3,11,Grünanlage,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1166,01_CP_C_1166,3,11,Grünanlage,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,-,normal,
CP,C,1171,01_CP_C_1171,3,11,Grünanlage,0.0,-,-,3.5,0.0,-,breit,ja,normal,
CP,C,1172,01_CP_C_1172,3,11,Grünanlage,0.25,Grünstreifen,-,3.5,0.0,-,breit,ja,normal,
CP,C,1173,01_CP_C_1173,3,11,Grünanlage,0.25,Aufpflasterung,-,3.5,0.0,-,breit,ja,normal,
CP,C,1174,01_CP_C_1174,3,11,Grünanlage,0.75,Grünstreifen,-,3.5,0.0,-,breit,ja,normal,
CP,C,1175,01_CP_C_1175,3,11,Grünanlage,0.75,Aufpflasterung,-,3.5,0.0,-,breit,ja,normal,
CP,C,1180,01_CP_C_1180,3,11,Grünanlage,0.0,-,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1181,01_CP_C_1181,3,11,Grünanlage,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1182,01_CP_C_1182,3,11,Grünanlage,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1183,01_CP_C_1183,3,11,Grünanlage,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1184,01_CP_C_1184,3,11,Grünanlage,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,breit,ja,normal,
CP,C,1189,01_CP_C_1189,3,11,Grünanlage,0.0,-,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1190,01_CP_C_1190,3,11,Grünanlage,0.25,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1191,01_CP_C_1191,3,11,Grünanlage,0.25,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1192,01_CP_C_1192,3,11,Grünanlage,0.75,Grünstreifen,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1193,01_CP_C_1193,3,11,Grünanlage,0.75,Aufpflasterung,-,3.5,0.75,Grünstreifen,breit,ja,normal,
CP,C,1198,01_CP_C_1198,3,11,Grünanlage,0.0,-,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1199,01_CP_C_1199,3,11,Grünanlage,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1200,01_CP_C_1200,3,11,Grünanlage,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1201,01_CP_C_1201,3,11,Grünanlage,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1202,01_CP_C_1202,3,11,Grünanlage,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,breit,ja,normal,
CP,C,1207,01_CP_C_1207,3,11,Grünanlage,0.0,-,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1208,01_CP_C_1208,3,11,Grünanlage,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1209,01_CP_C_1209,3,11,Grünanlage,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1210,01_CP_C_1210,3,11,Grünanlage,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1211,01_CP_C_1211,3,11,Grünanlage,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,breit,ja,normal,
CP,C,1216,01_CP_C_1216,1,7,Parken,0.0,-,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1217,01_CP_C_1217,1,7,Parken,0.25,Grünstreifen,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1218,01_CP_C_1218,1,7,Parken,0.25,Aufpflasterung,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1219,01_CP_C_1219,1,7,Parken,0.75,Grünstreifen,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1220,01_CP_C_1220,1,7,Parken,0.75,Aufpflasterung,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1221,01_CP_C_1221,1,7,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1222,01_CP_C_1222,1,7,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1223,01_CP_C_1223,1,7,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1224,01_CP_C_1224,1,7,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1225,01_CP_C_1225,1,7,Parken,0.0,-,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1226,01_CP_C_1226,1,7,Parken,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1227,01_CP_C_1227,1,7,Parken,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1228,01_CP_C_1228,1,7,Parken,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1229,01_CP_C_1229,1,7,Parken,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1230,01_CP_C_1230,1,7,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1231,01_CP_C_1231,1,7,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1232,01_CP_C_1232,1,7,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1233,01_CP_C_1233,1,7,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1243,01_CP_C_1243,1,7,Parken,0.0,-,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1244,01_CP_C_1244,1,7,Parken,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1245,01_CP_C_1245,1,7,Parken,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1246,01_CP_C_1246,1,7,Parken,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1247,01_CP_C_1247,1,7,Parken,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1248,01_CP_C_1248,1,7,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1249,01_CP_C_1249,1,7,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1250,01_CP_C_1250,1,7,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1251,01_CP_C_1251,1,7,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1252,01_CP_C_1252,1,7,Parken,0.0,-,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1253,01_CP_C_1253,1,7,Parken,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1254,01_CP_C_1254,1,7,Parken,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1255,01_CP_C_1255,1,7,Parken,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1256,01_CP_C_1256,1,7,Parken,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1257,01_CP_C_1257,1,7,Parken,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1258,01_CP_C_1258,1,7,Parken,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1259,01_CP_C_1259,1,7,Parken,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1260,01_CP_C_1260,1,7,Parken,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1261,01_CP_C_1261,1,8,Fahrstreifen,0.0,-,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1262,01_CP_C_1262,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1263,01_CP_C_1263,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1264,01_CP_C_1264,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1265,01_CP_C_1265,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1266,01_CP_C_1266,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1267,01_CP_C_1267,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1268,01_CP_C_1268,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1269,01_CP_C_1269,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1270,01_CP_C_1270,1,8,Fahrstreifen,0.0,-,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1271,01_CP_C_1271,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1272,01_CP_C_1272,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1273,01_CP_C_1273,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1274,01_CP_C_1274,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1275,01_CP_C_1275,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1276,01_CP_C_1276,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1277,01_CP_C_1277,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1278,01_CP_C_1278,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1288,01_CP_C_1288,1,8,Fahrstreifen,0.0,-,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1289,01_CP_C_1289,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1290,01_CP_C_1290,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1291,01_CP_C_1291,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1292,01_CP_C_1292,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1293,01_CP_C_1293,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1294,01_CP_C_1294,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1295,01_CP_C_1295,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1296,01_CP_C_1296,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1297,01_CP_C_1297,1,8,Fahrstreifen,0.0,-,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1298,01_CP_C_1298,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1299,01_CP_C_1299,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1300,01_CP_C_1300,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1301,01_CP_C_1301,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1302,01_CP_C_1302,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1303,01_CP_C_1303,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1304,01_CP_C_1304,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1305,01_CP_C_1305,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1306,01_CP_C_1306,1,8,Grünanlage,0.0,-,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1307,01_CP_C_1307,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1308,01_CP_C_1308,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1309,01_CP_C_1309,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1310,01_CP_C_1310,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.0,-,schmal,-,Grünanlage,
CP,C,1315,01_CP_C_1315,1,8,Grünanlage,0.0,-,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1316,01_CP_C_1316,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1317,01_CP_C_1317,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1318,01_CP_C_1318,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1319,01_CP_C_1319,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,-,Grünanlage,
CP,C,1333,01_CP_C_1333,1,8,Grünanlage,0.0,-,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1334,01_CP_C_1334,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1335,01_CP_C_1335,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1336,01_CP_C_1336,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1337,01_CP_C_1337,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1342,01_CP_C_1342,1,8,Grünanlage,0.0,-,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1343,01_CP_C_1343,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1344,01_CP_C_1344,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1345,01_CP_C_1345,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,C,1346,01_CP_C_1346,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,-,Grünanlage,
CP,P,136,01_CP_P_136,1,2,Fahrstreifen,0.0,-,-,2.0,0.0,-,schmal,-,normal,
CP,P,137,01_CP_P_137,1,2,Fahrstreifen,0.25,Grünstreifen,-,2.0,0.0,-,schmal,-,normal,
CP,P,138,01_CP_P_138,1,2,Fahrstreifen,0.25,Aufpflasterung,-,2.0,0.0,-,schmal,-,normal,
CP,P,139,01_CP_P_139,1,2,Fahrstreifen,0.75,Grünstreifen,-,2.0,0.0,-,schmal,-,normal,
CP,P,140,01_CP_P_140,1,2,Fahrstreifen,0.75,Aufpflasterung,-,2.0,0.0,-,schmal,-,normal,
CP,P,141,01_CP_P_141,1,2,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,2.0,0.0,-,schmal,-,normal,
CP,P,142,01_CP_P_142,1,2,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,2.0,0.0,-,schmal,-,normal,
CP,P,143,01_CP_P_143,1,2,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,2.0,0.0,-,schmal,-,normal,
CP,P,144,01_CP_P_144,1,2,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,2.0,0.0,-,schmal,-,normal,
CP,P,145,01_CP_P_145,1,2,Fahrstreifen,0.0,-,-,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,146,01_CP_P_146,1,2,Fahrstreifen,0.25,Grünstreifen,-,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,147,01_CP_P_147,1,2,Fahrstreifen,0.25,Aufpflasterung,-,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,148,01_CP_P_148,1,2,Fahrstreifen,0.75,Grünstreifen,-,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,149,01_CP_P_149,1,2,Fahrstreifen,0.75,Aufpflasterung,-,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,150,01_CP_P_150,1,2,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,151,01_CP_P_151,1,2,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,152,01_CP_P_152,1,2,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,153,01_CP_P_153,1,2,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,154,01_CP_P_154,1,2,Fahrstreifen,0.0,-,-,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,155,01_CP_P_155,1,2,Fahrstreifen,0.25,Grünstreifen,-,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,156,01_CP_P_156,1,2,Fahrstreifen,0.25,Aufpflasterung,-,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,157,01_CP_P_157,1,2,Fahrstreifen,0.75,Grünstreifen,-,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,158,01_CP_P_158,1,2,Fahrstreifen,0.75,Aufpflasterung,-,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,159,01_CP_P_159,1,2,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,160,01_CP_P_160,1,2,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,161,01_CP_P_161,1,2,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,162,01_CP_P_162,1,2,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,163,01_CP_P_163,1,2,Fahrstreifen,0.0,-,-,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,164,01_CP_P_164,1,2,Fahrstreifen,0.25,Grünstreifen,-,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,165,01_CP_P_165,1,2,Fahrstreifen,0.25,Aufpflasterung,-,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,166,01_CP_P_166,1,2,Fahrstreifen,0.75,Grünstreifen,-,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,167,01_CP_P_167,1,2,Fahrstreifen,0.75,Aufpflasterung,-,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,168,01_CP_P_168,1,2,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,169,01_CP_P_169,1,2,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,170,01_CP_P_170,1,2,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,171,01_CP_P_171,1,2,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,172,01_CP_P_172,1,2,Fahrstreifen,0.0,-,-,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,173,01_CP_P_173,1,2,Fahrstreifen,0.25,Grünstreifen,-,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,174,01_CP_P_174,1,2,Fahrstreifen,0.25,Aufpflasterung,-,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,175,01_CP_P_175,1,2,Fahrstreifen,0.75,Grünstreifen,-,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,176,01_CP_P_176,1,2,Fahrstreifen,0.75,Aufpflasterung,-,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,177,01_CP_P_177,1,2,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,178,01_CP_P_178,1,2,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,179,01_CP_P_179,1,2,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,180,01_CP_P_180,1,2,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,181,01_CP_P_181,1,2,Fahrstreifen,0.0,-,-,2.0,0.0,-,schmal,ja,normal,
CP,P,182,01_CP_P_182,1,2,Fahrstreifen,0.25,Grünstreifen,-,2.0,0.0,-,schmal,ja,normal,
CP,P,183,01_CP_P_183,1,2,Fahrstreifen,0.25,Aufpflasterung,-,2.0,0.0,-,schmal,ja,normal,
CP,P,184,01_CP_P_184,1,2,Fahrstreifen,0.75,Grünstreifen,-,2.0,0.0,-,schmal,ja,normal,
CP,P,185,01_CP_P_185,1,2,Fahrstreifen,0.75,Aufpflasterung,-,2.0,0.0,-,schmal,ja,normal,
CP,P,186,01_CP_P_186,1,2,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,2.0,0.0,-,schmal,ja,normal,
CP,P,187,01_CP_P_187,1,2,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,2.0,0.0,-,schmal,ja,normal,
CP,P,188,01_CP_P_188,1,2,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,2.0,0.0,-,schmal,ja,normal,
CP,P,189,01_CP_P_189,1,2,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,2.0,0.0,-,schmal,ja,normal,
CP,P,190,01_CP_P_190,1,2,Fahrstreifen,0.0,-,-,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,191,01_CP_P_191,1,2,Fahrstreifen,0.25,Grünstreifen,-,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,192,01_CP_P_192,1,2,Fahrstreifen,0.25,Aufpflasterung,-,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,193,01_CP_P_193,1,2,Fahrstreifen,0.75,Grünstreifen,-,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,194,01_CP_P_194,1,2,Fahrstreifen,0.75,Aufpflasterung,-,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,195,01_CP_P_195,1,2,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,196,01_CP_P_196,1,2,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,197,01_CP_P_197,1,2,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,198,01_CP_P_198,1,2,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,199,01_CP_P_199,1,2,Fahrstreifen,0.0,-,-,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,200,01_CP_P_200,1,2,Fahrstreifen,0.25,Grünstreifen,-,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,201,01_CP_P_201,1,2,Fahrstreifen,0.25,Aufpflasterung,-,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,202,01_CP_P_202,1,2,Fahrstreifen,0.75,Grünstreifen,-,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,203,01_CP_P_203,1,2,Fahrstreifen,0.75,Aufpflasterung,-,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,204,01_CP_P_204,1,2,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,2.0,0.75,Grünstreifen,schmal,ja,normal,
